shape,boxes,labels,models,obbs,ops,part_mesh_indices,syms
Chair_4663,dropbox/Chair/boxes/4663.mat,dropbox/Chair/labels/4663.mat,dropbox/Chair/models/42269.obj,dropbox/Chair/obbs/42269.obb,dropbox/Chair/ops/4663.mat,dropbox/Chair/part mesh indices/4663.mat,dropbox/Chair/syms/4663.mat
Chair_4664,dropbox/Chair/boxes/4664.mat,dropbox/Chair/labels/4664.mat,dropbox/Chair/models/42270.obj,dropbox/Chair/obbs/42270.obb,dropbox/Chair/ops/4664.mat,dropbox/Chair/part mesh indices/4664.mat,dropbox/Chair/syms/4664.mat
Chair_4665,dropbox/Chair/boxes/4665.mat,dropbox/Chair/labels/4665.mat,dropbox/Chair/models/42272.obj,dropbox/Chair/obbs/42272.obb,dropbox/Chair/ops/4665.mat,dropbox/Chair/part mesh indices/4665.mat,dropbox/Chair/syms/4665.mat
Chair_4666,dropbox/Chair/boxes/4666.mat,dropbox/Chair/labels/4666.mat,dropbox/Chair/models/42275.obj,dropbox/Chair/obbs/42275.obb,dropbox/Chair/ops/4666.mat,dropbox/Chair/part mesh indices/4666.mat,dropbox/Chair/syms/4666.mat
Chair_4667,dropbox/Chair/boxes/4667.mat,dropbox/Chair/labels/4667.mat,dropbox/Chair/models/42276.obj,dropbox/Chair/obbs/42276.obb,dropbox/Chair/ops/4667.mat,dropbox/Chair/part mesh indices/4667.mat,dropbox/Chair/syms/4667.mat
Chair_4668,dropbox/Chair/boxes/4668.mat,dropbox/Chair/labels/4668.mat,dropbox/Chair/models/42278.obj,dropbox/Chair/obbs/42278.obb,dropbox/Chair/ops/4668.mat,dropbox/Chair/part mesh indices/4668.mat,dropbox/Chair/syms/4668.mat
Chair_4669,dropbox/Chair/boxes/4669.mat,dropbox/Chair/labels/4669.mat,dropbox/Chair/models/42280.obj,dropbox/Chair/obbs/42280.obb,dropbox/Chair/ops/4669.mat,dropbox/Chair/part mesh indices/4669.mat,dropbox/Chair/syms/4669.mat
Chair_467,dropbox/Chair/boxes/467.mat,dropbox/Chair/labels/467.mat,dropbox/Chair/models/2750.obj,dropbox/Chair/obbs/2750.obb,dropbox/Chair/ops/467.mat,dropbox/Chair/part mesh indices/467.mat,dropbox/Chair/syms/467.mat
Chair_4670,dropbox/Chair/boxes/4670.mat,dropbox/Chair/labels/4670.mat,dropbox/Chair/models/42282.obj,dropbox/Chair/obbs/42282.obb,dropbox/Chair/ops/4670.mat,dropbox/Chair/part mesh indices/4670.mat,dropbox/Chair/syms/4670.mat
Chair_4671,dropbox/Chair/boxes/4671.mat,dropbox/Chair/labels/4671.mat,dropbox/Chair/models/42283.obj,dropbox/Chair/obbs/42283.obb,dropbox/Chair/ops/4671.mat,dropbox/Chair/part mesh indices/4671.mat,dropbox/Chair/syms/4671.mat
Chair_4672,dropbox/Chair/boxes/4672.mat,dropbox/Chair/labels/4672.mat,dropbox/Chair/models/42286.obj,dropbox/Chair/obbs/42286.obb,dropbox/Chair/ops/4672.mat,dropbox/Chair/part mesh indices/4672.mat,dropbox/Chair/syms/4672.mat
Chair_4673,dropbox/Chair/boxes/4673.mat,dropbox/Chair/labels/4673.mat,dropbox/Chair/models/42290.obj,dropbox/Chair/obbs/42290.obb,dropbox/Chair/ops/4673.mat,dropbox/Chair/part mesh indices/4673.mat,dropbox/Chair/syms/4673.mat
Chair_4674,dropbox/Chair/boxes/4674.mat,dropbox/Chair/labels/4674.mat,dropbox/Chair/models/42292.obj,dropbox/Chair/obbs/42292.obb,dropbox/Chair/ops/4674.mat,dropbox/Chair/part mesh indices/4674.mat,dropbox/Chair/syms/4674.mat
Chair_4675,dropbox/Chair/boxes/4675.mat,dropbox/Chair/labels/4675.mat,dropbox/Chair/models/42293.obj,dropbox/Chair/obbs/42293.obb,dropbox/Chair/ops/4675.mat,dropbox/Chair/part mesh indices/4675.mat,dropbox/Chair/syms/4675.mat
Chair_4676,dropbox/Chair/boxes/4676.mat,dropbox/Chair/labels/4676.mat,dropbox/Chair/models/42294.obj,dropbox/Chair/obbs/42294.obb,dropbox/Chair/ops/4676.mat,dropbox/Chair/part mesh indices/4676.mat,dropbox/Chair/syms/4676.mat
Chair_4677,dropbox/Chair/boxes/4677.mat,dropbox/Chair/labels/4677.mat,dropbox/Chair/models/42295.obj,dropbox/Chair/obbs/42295.obb,dropbox/Chair/ops/4677.mat,dropbox/Chair/part mesh indices/4677.mat,dropbox/Chair/syms/4677.mat
Chair_4678,dropbox/Chair/boxes/4678.mat,dropbox/Chair/labels/4678.mat,dropbox/Chair/models/42296.obj,dropbox/Chair/obbs/42296.obb,dropbox/Chair/ops/4678.mat,dropbox/Chair/part mesh indices/4678.mat,dropbox/Chair/syms/4678.mat
Chair_4679,dropbox/Chair/boxes/4679.mat,dropbox/Chair/labels/4679.mat,dropbox/Chair/models/42297.obj,dropbox/Chair/obbs/42297.obb,dropbox/Chair/ops/4679.mat,dropbox/Chair/part mesh indices/4679.mat,dropbox/Chair/syms/4679.mat
Chair_468,dropbox/Chair/boxes/468.mat,dropbox/Chair/labels/468.mat,dropbox/Chair/models/2752.obj,dropbox/Chair/obbs/2752.obb,dropbox/Chair/ops/468.mat,dropbox/Chair/part mesh indices/468.mat,dropbox/Chair/syms/468.mat
Chair_4680,dropbox/Chair/boxes/4680.mat,dropbox/Chair/labels/4680.mat,dropbox/Chair/models/42298.obj,dropbox/Chair/obbs/42298.obb,dropbox/Chair/ops/4680.mat,dropbox/Chair/part mesh indices/4680.mat,dropbox/Chair/syms/4680.mat
Chair_4681,dropbox/Chair/boxes/4681.mat,dropbox/Chair/labels/4681.mat,dropbox/Chair/models/423.obj,dropbox/Chair/obbs/423.obb,dropbox/Chair/ops/4681.mat,dropbox/Chair/part mesh indices/4681.mat,dropbox/Chair/syms/4681.mat
Chair_4682,dropbox/Chair/boxes/4682.mat,dropbox/Chair/labels/4682.mat,dropbox/Chair/models/42302.obj,dropbox/Chair/obbs/42302.obb,dropbox/Chair/ops/4682.mat,dropbox/Chair/part mesh indices/4682.mat,dropbox/Chair/syms/4682.mat
Chair_4683,dropbox/Chair/boxes/4683.mat,dropbox/Chair/labels/4683.mat,dropbox/Chair/models/42305.obj,dropbox/Chair/obbs/42305.obb,dropbox/Chair/ops/4683.mat,dropbox/Chair/part mesh indices/4683.mat,dropbox/Chair/syms/4683.mat
Chair_4684,dropbox/Chair/boxes/4684.mat,dropbox/Chair/labels/4684.mat,dropbox/Chair/models/42306.obj,dropbox/Chair/obbs/42306.obb,dropbox/Chair/ops/4684.mat,dropbox/Chair/part mesh indices/4684.mat,dropbox/Chair/syms/4684.mat
Chair_4685,dropbox/Chair/boxes/4685.mat,dropbox/Chair/labels/4685.mat,dropbox/Chair/models/42307.obj,dropbox/Chair/obbs/42307.obb,dropbox/Chair/ops/4685.mat,dropbox/Chair/part mesh indices/4685.mat,dropbox/Chair/syms/4685.mat
Chair_4686,dropbox/Chair/boxes/4686.mat,dropbox/Chair/labels/4686.mat,dropbox/Chair/models/42308.obj,dropbox/Chair/obbs/42308.obb,dropbox/Chair/ops/4686.mat,dropbox/Chair/part mesh indices/4686.mat,dropbox/Chair/syms/4686.mat
Chair_4687,dropbox/Chair/boxes/4687.mat,dropbox/Chair/labels/4687.mat,dropbox/Chair/models/42309.obj,dropbox/Chair/obbs/42309.obb,dropbox/Chair/ops/4687.mat,dropbox/Chair/part mesh indices/4687.mat,dropbox/Chair/syms/4687.mat
Chair_4688,dropbox/Chair/boxes/4688.mat,dropbox/Chair/labels/4688.mat,dropbox/Chair/models/42310.obj,dropbox/Chair/obbs/42310.obb,dropbox/Chair/ops/4688.mat,dropbox/Chair/part mesh indices/4688.mat,dropbox/Chair/syms/4688.mat
Chair_4689,dropbox/Chair/boxes/4689.mat,dropbox/Chair/labels/4689.mat,dropbox/Chair/models/42311.obj,dropbox/Chair/obbs/42311.obb,dropbox/Chair/ops/4689.mat,dropbox/Chair/part mesh indices/4689.mat,dropbox/Chair/syms/4689.mat
Chair_469,dropbox/Chair/boxes/469.mat,dropbox/Chair/labels/469.mat,dropbox/Chair/models/2753.obj,dropbox/Chair/obbs/2753.obb,dropbox/Chair/ops/469.mat,dropbox/Chair/part mesh indices/469.mat,dropbox/Chair/syms/469.mat
Chair_4690,dropbox/Chair/boxes/4690.mat,dropbox/Chair/labels/4690.mat,dropbox/Chair/models/42312.obj,dropbox/Chair/obbs/42312.obb,dropbox/Chair/ops/4690.mat,dropbox/Chair/part mesh indices/4690.mat,dropbox/Chair/syms/4690.mat
Chair_4691,dropbox/Chair/boxes/4691.mat,dropbox/Chair/labels/4691.mat,dropbox/Chair/models/42313.obj,dropbox/Chair/obbs/42313.obb,dropbox/Chair/ops/4691.mat,dropbox/Chair/part mesh indices/4691.mat,dropbox/Chair/syms/4691.mat
Chair_4692,dropbox/Chair/boxes/4692.mat,dropbox/Chair/labels/4692.mat,dropbox/Chair/models/42314.obj,dropbox/Chair/obbs/42314.obb,dropbox/Chair/ops/4692.mat,dropbox/Chair/part mesh indices/4692.mat,dropbox/Chair/syms/4692.mat
Chair_4693,dropbox/Chair/boxes/4693.mat,dropbox/Chair/labels/4693.mat,dropbox/Chair/models/42317.obj,dropbox/Chair/obbs/42317.obb,dropbox/Chair/ops/4693.mat,dropbox/Chair/part mesh indices/4693.mat,dropbox/Chair/syms/4693.mat
Chair_4694,dropbox/Chair/boxes/4694.mat,dropbox/Chair/labels/4694.mat,dropbox/Chair/models/42318.obj,dropbox/Chair/obbs/42318.obb,dropbox/Chair/ops/4694.mat,dropbox/Chair/part mesh indices/4694.mat,dropbox/Chair/syms/4694.mat
Chair_4695,dropbox/Chair/boxes/4695.mat,dropbox/Chair/labels/4695.mat,dropbox/Chair/models/42320.obj,dropbox/Chair/obbs/42320.obb,dropbox/Chair/ops/4695.mat,dropbox/Chair/part mesh indices/4695.mat,dropbox/Chair/syms/4695.mat
Chair_4696,dropbox/Chair/boxes/4696.mat,dropbox/Chair/labels/4696.mat,dropbox/Chair/models/42321.obj,dropbox/Chair/obbs/42321.obb,dropbox/Chair/ops/4696.mat,dropbox/Chair/part mesh indices/4696.mat,dropbox/Chair/syms/4696.mat
Chair_4697,dropbox/Chair/boxes/4697.mat,dropbox/Chair/labels/4697.mat,dropbox/Chair/models/42325.obj,dropbox/Chair/obbs/42325.obb,dropbox/Chair/ops/4697.mat,dropbox/Chair/part mesh indices/4697.mat,dropbox/Chair/syms/4697.mat
Chair_4698,dropbox/Chair/boxes/4698.mat,dropbox/Chair/labels/4698.mat,dropbox/Chair/models/42326.obj,dropbox/Chair/obbs/42326.obb,dropbox/Chair/ops/4698.mat,dropbox/Chair/part mesh indices/4698.mat,dropbox/Chair/syms/4698.mat
Chair_4699,dropbox/Chair/boxes/4699.mat,dropbox/Chair/labels/4699.mat,dropbox/Chair/models/42329.obj,dropbox/Chair/obbs/42329.obb,dropbox/Chair/ops/4699.mat,dropbox/Chair/part mesh indices/4699.mat,dropbox/Chair/syms/4699.mat
Chair_47,dropbox/Chair/boxes/47.mat,dropbox/Chair/labels/47.mat,dropbox/Chair/models/1439.obj,dropbox/Chair/obbs/1439.obb,dropbox/Chair/ops/47.mat,dropbox/Chair/part mesh indices/47.mat,dropbox/Chair/syms/47.mat
Chair_470,dropbox/Chair/boxes/470.mat,dropbox/Chair/labels/470.mat,dropbox/Chair/models/2755.obj,dropbox/Chair/obbs/2755.obb,dropbox/Chair/ops/470.mat,dropbox/Chair/part mesh indices/470.mat,dropbox/Chair/syms/470.mat
Chair_4700,dropbox/Chair/boxes/4700.mat,dropbox/Chair/labels/4700.mat,dropbox/Chair/models/42330.obj,dropbox/Chair/obbs/42330.obb,dropbox/Chair/ops/4700.mat,dropbox/Chair/part mesh indices/4700.mat,dropbox/Chair/syms/4700.mat
Chair_4701,dropbox/Chair/boxes/4701.mat,dropbox/Chair/labels/4701.mat,dropbox/Chair/models/42331.obj,dropbox/Chair/obbs/42331.obb,dropbox/Chair/ops/4701.mat,dropbox/Chair/part mesh indices/4701.mat,dropbox/Chair/syms/4701.mat
Chair_4702,dropbox/Chair/boxes/4702.mat,dropbox/Chair/labels/4702.mat,dropbox/Chair/models/42332.obj,dropbox/Chair/obbs/42332.obb,dropbox/Chair/ops/4702.mat,dropbox/Chair/part mesh indices/4702.mat,dropbox/Chair/syms/4702.mat
Chair_4703,dropbox/Chair/boxes/4703.mat,dropbox/Chair/labels/4703.mat,dropbox/Chair/models/42333.obj,dropbox/Chair/obbs/42333.obb,dropbox/Chair/ops/4703.mat,dropbox/Chair/part mesh indices/4703.mat,dropbox/Chair/syms/4703.mat
Chair_4704,dropbox/Chair/boxes/4704.mat,dropbox/Chair/labels/4704.mat,dropbox/Chair/models/42334.obj,dropbox/Chair/obbs/42334.obb,dropbox/Chair/ops/4704.mat,dropbox/Chair/part mesh indices/4704.mat,dropbox/Chair/syms/4704.mat
Chair_4705,dropbox/Chair/boxes/4705.mat,dropbox/Chair/labels/4705.mat,dropbox/Chair/models/42335.obj,dropbox/Chair/obbs/42335.obb,dropbox/Chair/ops/4705.mat,dropbox/Chair/part mesh indices/4705.mat,dropbox/Chair/syms/4705.mat
Chair_4706,dropbox/Chair/boxes/4706.mat,dropbox/Chair/labels/4706.mat,dropbox/Chair/models/42336.obj,dropbox/Chair/obbs/42336.obb,dropbox/Chair/ops/4706.mat,dropbox/Chair/part mesh indices/4706.mat,dropbox/Chair/syms/4706.mat
Chair_4707,dropbox/Chair/boxes/4707.mat,dropbox/Chair/labels/4707.mat,dropbox/Chair/models/42337.obj,dropbox/Chair/obbs/42337.obb,dropbox/Chair/ops/4707.mat,dropbox/Chair/part mesh indices/4707.mat,dropbox/Chair/syms/4707.mat
Chair_4708,dropbox/Chair/boxes/4708.mat,dropbox/Chair/labels/4708.mat,dropbox/Chair/models/42340.obj,dropbox/Chair/obbs/42340.obb,dropbox/Chair/ops/4708.mat,dropbox/Chair/part mesh indices/4708.mat,dropbox/Chair/syms/4708.mat
Chair_4709,dropbox/Chair/boxes/4709.mat,dropbox/Chair/labels/4709.mat,dropbox/Chair/models/42341.obj,dropbox/Chair/obbs/42341.obb,dropbox/Chair/ops/4709.mat,dropbox/Chair/part mesh indices/4709.mat,dropbox/Chair/syms/4709.mat
Chair_471,dropbox/Chair/boxes/471.mat,dropbox/Chair/labels/471.mat,dropbox/Chair/models/2757.obj,dropbox/Chair/obbs/2757.obb,dropbox/Chair/ops/471.mat,dropbox/Chair/part mesh indices/471.mat,dropbox/Chair/syms/471.mat
Chair_4710,dropbox/Chair/boxes/4710.mat,dropbox/Chair/labels/4710.mat,dropbox/Chair/models/42342.obj,dropbox/Chair/obbs/42342.obb,dropbox/Chair/ops/4710.mat,dropbox/Chair/part mesh indices/4710.mat,dropbox/Chair/syms/4710.mat
Chair_4711,dropbox/Chair/boxes/4711.mat,dropbox/Chair/labels/4711.mat,dropbox/Chair/models/42343.obj,dropbox/Chair/obbs/42343.obb,dropbox/Chair/ops/4711.mat,dropbox/Chair/part mesh indices/4711.mat,dropbox/Chair/syms/4711.mat
Chair_4712,dropbox/Chair/boxes/4712.mat,dropbox/Chair/labels/4712.mat,dropbox/Chair/models/42344.obj,dropbox/Chair/obbs/42344.obb,dropbox/Chair/ops/4712.mat,dropbox/Chair/part mesh indices/4712.mat,dropbox/Chair/syms/4712.mat
Chair_4713,dropbox/Chair/boxes/4713.mat,dropbox/Chair/labels/4713.mat,dropbox/Chair/models/42346.obj,dropbox/Chair/obbs/42346.obb,dropbox/Chair/ops/4713.mat,dropbox/Chair/part mesh indices/4713.mat,dropbox/Chair/syms/4713.mat
Chair_4714,dropbox/Chair/boxes/4714.mat,dropbox/Chair/labels/4714.mat,dropbox/Chair/models/42347.obj,dropbox/Chair/obbs/42347.obb,dropbox/Chair/ops/4714.mat,dropbox/Chair/part mesh indices/4714.mat,dropbox/Chair/syms/4714.mat
Chair_4715,dropbox/Chair/boxes/4715.mat,dropbox/Chair/labels/4715.mat,dropbox/Chair/models/42350.obj,dropbox/Chair/obbs/42350.obb,dropbox/Chair/ops/4715.mat,dropbox/Chair/part mesh indices/4715.mat,dropbox/Chair/syms/4715.mat
Chair_4716,dropbox/Chair/boxes/4716.mat,dropbox/Chair/labels/4716.mat,dropbox/Chair/models/42355.obj,dropbox/Chair/obbs/42355.obb,dropbox/Chair/ops/4716.mat,dropbox/Chair/part mesh indices/4716.mat,dropbox/Chair/syms/4716.mat
Chair_4717,dropbox/Chair/boxes/4717.mat,dropbox/Chair/labels/4717.mat,dropbox/Chair/models/42356.obj,dropbox/Chair/obbs/42356.obb,dropbox/Chair/ops/4717.mat,dropbox/Chair/part mesh indices/4717.mat,dropbox/Chair/syms/4717.mat
Chair_4718,dropbox/Chair/boxes/4718.mat,dropbox/Chair/labels/4718.mat,dropbox/Chair/models/42357.obj,dropbox/Chair/obbs/42357.obb,dropbox/Chair/ops/4718.mat,dropbox/Chair/part mesh indices/4718.mat,dropbox/Chair/syms/4718.mat
Chair_4719,dropbox/Chair/boxes/4719.mat,dropbox/Chair/labels/4719.mat,dropbox/Chair/models/42358.obj,dropbox/Chair/obbs/42358.obb,dropbox/Chair/ops/4719.mat,dropbox/Chair/part mesh indices/4719.mat,dropbox/Chair/syms/4719.mat
Chair_472,dropbox/Chair/boxes/472.mat,dropbox/Chair/labels/472.mat,dropbox/Chair/models/2758.obj,dropbox/Chair/obbs/2758.obb,dropbox/Chair/ops/472.mat,dropbox/Chair/part mesh indices/472.mat,dropbox/Chair/syms/472.mat
Chair_4720,dropbox/Chair/boxes/4720.mat,dropbox/Chair/labels/4720.mat,dropbox/Chair/models/42359.obj,dropbox/Chair/obbs/42359.obb,dropbox/Chair/ops/4720.mat,dropbox/Chair/part mesh indices/4720.mat,dropbox/Chair/syms/4720.mat
Chair_4721,dropbox/Chair/boxes/4721.mat,dropbox/Chair/labels/4721.mat,dropbox/Chair/models/42361.obj,dropbox/Chair/obbs/42361.obb,dropbox/Chair/ops/4721.mat,dropbox/Chair/part mesh indices/4721.mat,dropbox/Chair/syms/4721.mat
Chair_4722,dropbox/Chair/boxes/4722.mat,dropbox/Chair/labels/4722.mat,dropbox/Chair/models/42363.obj,dropbox/Chair/obbs/42363.obb,dropbox/Chair/ops/4722.mat,dropbox/Chair/part mesh indices/4722.mat,dropbox/Chair/syms/4722.mat
Chair_4723,dropbox/Chair/boxes/4723.mat,dropbox/Chair/labels/4723.mat,dropbox/Chair/models/42364.obj,dropbox/Chair/obbs/42364.obb,dropbox/Chair/ops/4723.mat,dropbox/Chair/part mesh indices/4723.mat,dropbox/Chair/syms/4723.mat
Chair_4724,dropbox/Chair/boxes/4724.mat,dropbox/Chair/labels/4724.mat,dropbox/Chair/models/42366.obj,dropbox/Chair/obbs/42366.obb,dropbox/Chair/ops/4724.mat,dropbox/Chair/part mesh indices/4724.mat,dropbox/Chair/syms/4724.mat
Chair_4725,dropbox/Chair/boxes/4725.mat,dropbox/Chair/labels/4725.mat,dropbox/Chair/models/42367.obj,dropbox/Chair/obbs/42367.obb,dropbox/Chair/ops/4725.mat,dropbox/Chair/part mesh indices/4725.mat,dropbox/Chair/syms/4725.mat
Chair_4726,dropbox/Chair/boxes/4726.mat,dropbox/Chair/labels/4726.mat,dropbox/Chair/models/42369.obj,dropbox/Chair/obbs/42369.obb,dropbox/Chair/ops/4726.mat,dropbox/Chair/part mesh indices/4726.mat,dropbox/Chair/syms/4726.mat
Chair_4727,dropbox/Chair/boxes/4727.mat,dropbox/Chair/labels/4727.mat,dropbox/Chair/models/42370.obj,dropbox/Chair/obbs/42370.obb,dropbox/Chair/ops/4727.mat,dropbox/Chair/part mesh indices/4727.mat,dropbox/Chair/syms/4727.mat
Chair_4728,dropbox/Chair/boxes/4728.mat,dropbox/Chair/labels/4728.mat,dropbox/Chair/models/42371.obj,dropbox/Chair/obbs/42371.obb,dropbox/Chair/ops/4728.mat,dropbox/Chair/part mesh indices/4728.mat,dropbox/Chair/syms/4728.mat
Chair_4729,dropbox/Chair/boxes/4729.mat,dropbox/Chair/labels/4729.mat,dropbox/Chair/models/42372.obj,dropbox/Chair/obbs/42372.obb,dropbox/Chair/ops/4729.mat,dropbox/Chair/part mesh indices/4729.mat,dropbox/Chair/syms/4729.mat
Chair_473,dropbox/Chair/boxes/473.mat,dropbox/Chair/labels/473.mat,dropbox/Chair/models/2759.obj,dropbox/Chair/obbs/2759.obb,dropbox/Chair/ops/473.mat,dropbox/Chair/part mesh indices/473.mat,dropbox/Chair/syms/473.mat
Chair_4730,dropbox/Chair/boxes/4730.mat,dropbox/Chair/labels/4730.mat,dropbox/Chair/models/42374.obj,dropbox/Chair/obbs/42374.obb,dropbox/Chair/ops/4730.mat,dropbox/Chair/part mesh indices/4730.mat,dropbox/Chair/syms/4730.mat
Chair_4731,dropbox/Chair/boxes/4731.mat,dropbox/Chair/labels/4731.mat,dropbox/Chair/models/42375.obj,dropbox/Chair/obbs/42375.obb,dropbox/Chair/ops/4731.mat,dropbox/Chair/part mesh indices/4731.mat,dropbox/Chair/syms/4731.mat
Chair_4732,dropbox/Chair/boxes/4732.mat,dropbox/Chair/labels/4732.mat,dropbox/Chair/models/42376.obj,dropbox/Chair/obbs/42376.obb,dropbox/Chair/ops/4732.mat,dropbox/Chair/part mesh indices/4732.mat,dropbox/Chair/syms/4732.mat
Chair_4733,dropbox/Chair/boxes/4733.mat,dropbox/Chair/labels/4733.mat,dropbox/Chair/models/42377.obj,dropbox/Chair/obbs/42377.obb,dropbox/Chair/ops/4733.mat,dropbox/Chair/part mesh indices/4733.mat,dropbox/Chair/syms/4733.mat
Chair_4734,dropbox/Chair/boxes/4734.mat,dropbox/Chair/labels/4734.mat,dropbox/Chair/models/42384.obj,dropbox/Chair/obbs/42384.obb,dropbox/Chair/ops/4734.mat,dropbox/Chair/part mesh indices/4734.mat,dropbox/Chair/syms/4734.mat
Chair_4735,dropbox/Chair/boxes/4735.mat,dropbox/Chair/labels/4735.mat,dropbox/Chair/models/42385.obj,dropbox/Chair/obbs/42385.obb,dropbox/Chair/ops/4735.mat,dropbox/Chair/part mesh indices/4735.mat,dropbox/Chair/syms/4735.mat
Chair_4736,dropbox/Chair/boxes/4736.mat,dropbox/Chair/labels/4736.mat,dropbox/Chair/models/42387.obj,dropbox/Chair/obbs/42387.obb,dropbox/Chair/ops/4736.mat,dropbox/Chair/part mesh indices/4736.mat,dropbox/Chair/syms/4736.mat
Chair_4737,dropbox/Chair/boxes/4737.mat,dropbox/Chair/labels/4737.mat,dropbox/Chair/models/42389.obj,dropbox/Chair/obbs/42389.obb,dropbox/Chair/ops/4737.mat,dropbox/Chair/part mesh indices/4737.mat,dropbox/Chair/syms/4737.mat
Chair_4738,dropbox/Chair/boxes/4738.mat,dropbox/Chair/labels/4738.mat,dropbox/Chair/models/42390.obj,dropbox/Chair/obbs/42390.obb,dropbox/Chair/ops/4738.mat,dropbox/Chair/part mesh indices/4738.mat,dropbox/Chair/syms/4738.mat
Chair_4739,dropbox/Chair/boxes/4739.mat,dropbox/Chair/labels/4739.mat,dropbox/Chair/models/42394.obj,dropbox/Chair/obbs/42394.obb,dropbox/Chair/ops/4739.mat,dropbox/Chair/part mesh indices/4739.mat,dropbox/Chair/syms/4739.mat
Chair_474,dropbox/Chair/boxes/474.mat,dropbox/Chair/labels/474.mat,dropbox/Chair/models/2760.obj,dropbox/Chair/obbs/2760.obb,dropbox/Chair/ops/474.mat,dropbox/Chair/part mesh indices/474.mat,dropbox/Chair/syms/474.mat
Chair_4740,dropbox/Chair/boxes/4740.mat,dropbox/Chair/labels/4740.mat,dropbox/Chair/models/42395.obj,dropbox/Chair/obbs/42395.obb,dropbox/Chair/ops/4740.mat,dropbox/Chair/part mesh indices/4740.mat,dropbox/Chair/syms/4740.mat
Chair_4741,dropbox/Chair/boxes/4741.mat,dropbox/Chair/labels/4741.mat,dropbox/Chair/models/42397.obj,dropbox/Chair/obbs/42397.obb,dropbox/Chair/ops/4741.mat,dropbox/Chair/part mesh indices/4741.mat,dropbox/Chair/syms/4741.mat
Chair_4742,dropbox/Chair/boxes/4742.mat,dropbox/Chair/labels/4742.mat,dropbox/Chair/models/42401.obj,dropbox/Chair/obbs/42401.obb,dropbox/Chair/ops/4742.mat,dropbox/Chair/part mesh indices/4742.mat,dropbox/Chair/syms/4742.mat
Chair_4743,dropbox/Chair/boxes/4743.mat,dropbox/Chair/labels/4743.mat,dropbox/Chair/models/42402.obj,dropbox/Chair/obbs/42402.obb,dropbox/Chair/ops/4743.mat,dropbox/Chair/part mesh indices/4743.mat,dropbox/Chair/syms/4743.mat
Chair_4744,dropbox/Chair/boxes/4744.mat,dropbox/Chair/labels/4744.mat,dropbox/Chair/models/42404.obj,dropbox/Chair/obbs/42404.obb,dropbox/Chair/ops/4744.mat,dropbox/Chair/part mesh indices/4744.mat,dropbox/Chair/syms/4744.mat
Chair_4745,dropbox/Chair/boxes/4745.mat,dropbox/Chair/labels/4745.mat,dropbox/Chair/models/42405.obj,dropbox/Chair/obbs/42405.obb,dropbox/Chair/ops/4745.mat,dropbox/Chair/part mesh indices/4745.mat,dropbox/Chair/syms/4745.mat
Chair_4746,dropbox/Chair/boxes/4746.mat,dropbox/Chair/labels/4746.mat,dropbox/Chair/models/42406.obj,dropbox/Chair/obbs/42406.obb,dropbox/Chair/ops/4746.mat,dropbox/Chair/part mesh indices/4746.mat,dropbox/Chair/syms/4746.mat
Chair_4747,dropbox/Chair/boxes/4747.mat,dropbox/Chair/labels/4747.mat,dropbox/Chair/models/42407.obj,dropbox/Chair/obbs/42407.obb,dropbox/Chair/ops/4747.mat,dropbox/Chair/part mesh indices/4747.mat,dropbox/Chair/syms/4747.mat
Chair_4748,dropbox/Chair/boxes/4748.mat,dropbox/Chair/labels/4748.mat,dropbox/Chair/models/42409.obj,dropbox/Chair/obbs/42409.obb,dropbox/Chair/ops/4748.mat,dropbox/Chair/part mesh indices/4748.mat,dropbox/Chair/syms/4748.mat
Chair_4749,dropbox/Chair/boxes/4749.mat,dropbox/Chair/labels/4749.mat,dropbox/Chair/models/42410.obj,dropbox/Chair/obbs/42410.obb,dropbox/Chair/ops/4749.mat,dropbox/Chair/part mesh indices/4749.mat,dropbox/Chair/syms/4749.mat
Chair_475,dropbox/Chair/boxes/475.mat,dropbox/Chair/labels/475.mat,dropbox/Chair/models/2762.obj,dropbox/Chair/obbs/2762.obb,dropbox/Chair/ops/475.mat,dropbox/Chair/part mesh indices/475.mat,dropbox/Chair/syms/475.mat
Chair_4750,dropbox/Chair/boxes/4750.mat,dropbox/Chair/labels/4750.mat,dropbox/Chair/models/42411.obj,dropbox/Chair/obbs/42411.obb,dropbox/Chair/ops/4750.mat,dropbox/Chair/part mesh indices/4750.mat,dropbox/Chair/syms/4750.mat
Chair_4751,dropbox/Chair/boxes/4751.mat,dropbox/Chair/labels/4751.mat,dropbox/Chair/models/42412.obj,dropbox/Chair/obbs/42412.obb,dropbox/Chair/ops/4751.mat,dropbox/Chair/part mesh indices/4751.mat,dropbox/Chair/syms/4751.mat
Chair_4752,dropbox/Chair/boxes/4752.mat,dropbox/Chair/labels/4752.mat,dropbox/Chair/models/42413.obj,dropbox/Chair/obbs/42413.obb,dropbox/Chair/ops/4752.mat,dropbox/Chair/part mesh indices/4752.mat,dropbox/Chair/syms/4752.mat
Chair_4753,dropbox/Chair/boxes/4753.mat,dropbox/Chair/labels/4753.mat,dropbox/Chair/models/42416.obj,dropbox/Chair/obbs/42416.obb,dropbox/Chair/ops/4753.mat,dropbox/Chair/part mesh indices/4753.mat,dropbox/Chair/syms/4753.mat
